ID,BILL_SEPT,BILL_AUG,BILL_JULY,BILL_JUNE,BILL_MAY,BILL_APRIL,PAY_SEPT,PAY_AUG,PAY_JULY,PAY_JUNE,PAY_MAY,PAY_APRIL,AGE,SEX,EDUCATION,MARRIAGE,DEFAULT
17423,5602,48329,45281,31219,24962,17002,48329,2287,1500,4962,815,10000,33,Female,Graduate School,Married,NO
17424,14822,17216,17541,18300,19100,2200,3641,900,1200,1000,100,0,36,Female,High School,Married,Yes
17425,193229,197253,158980,157837,127528,119550,9058,7260,7367,4303,4551,4411,47,Female,University,Married,NO
17426,58890,59620,60039,58887,29050,26055,2620,2906,2588,1055,2058,1339,38,Female,University,Married,NO
17427,28144,27470,30698,28981,27673,27826,2000,4000,0,1000,1000,0,39,Female,University,Single,NO
17428,845,53006,50879,50660,51282,53162,53021,2280,2133,1138,3186,1179,38,Female,University,Single,NO
17429,84963,83958,84906,85690,85892,87996,2980,4012,3885,3158,4704,3218,33,Female,University,Married,NO
17430,127254,109717,81545,81454,60176,79728,6050,3700,2000,3000,20000,1500,44,Female,University,Married,Yes
17431,0,0,0,0,0,0,0,0,0,0,0,0,45,Female,Graduate School,Married,NO
17432,6186,5941,8541,8560,8274,9135,0,2869,305,0,1000,1000,31,Female,Graduate School,Single,Yes
17433,1046,2700,2187,678,2040,944,2702,2187,678,2040,0,0,35,Female,University,Single,NO
17434,0,0,0,0,0,0,0,0,0,0,0,0,45,Female,University,Single,NO
17435,1442,1444,1447,1261,1261,1261,1444,1447,1261,1261,1261,91,32,Female,High School,Married,NO
17436,365023,365445,350474,342569,307959,309709,14320,15065,13017,15026,12017,12031,44,Female,Graduate School,Married,NO
17437,47381,48697,48322,45353,19426,19857,2116,2320,1300,1000,700,600,39,Female,Graduate School,Single,NO
17438,4690,2026,4900,1508,2451,2966,2028,4942,1508,2467,2972,6317,30,Female,University,Single,NO
17439,46791,42675,34256,30723,19766,20449,1593,1855,1341,706,1000,5454,30,Female,Graduate School,Married,NO
17440,138121,145763,134887,105822,86341,88072,10001,6712,5500,3400,3201,3403,31,Female,Graduate School,Married,NO
17441,17168,28655,29239,9435,724,724,12155,2000,1920,724,724,3294,32,Female,University,Married,Yes
17442,29678,28878,26758,27462,28014,29826,0,1751,1455,1007,2268,0,34,Female,University,Single,Yes
17443,132062,126641,120209,112912,85884,87764,5000,5000,3600,3200,4000,3000,39,Female,University,Married,NO
17444,19707,21022,22080,22810,25772,26360,1650,1700,1400,3355,1146,0,38,Female,University,Married,NO
17445,0,0,0,0,0,0,0,0,0,0,0,0,39,Female,University,Married,NO
17446,238601,228443,233958,252615,186443,190345,0,10698,24799,0,7035,7078,39,Female,University,Married,Yes
17447,28264,28703,26622,24022,24368,20859,2000,1300,2,1608,0,900,43,Female,University,Married,Yes
17448,137736,130527,127116,121336,121736,119164,5100,6540,5000,5000,5000,4600,47,Female,University,Single,NO
17449,35563,25614,19747,1201,2333,2250,1426,6400,1500,2700,0,0,33,Female,Graduate School,Married,Yes
17450,51146,54716,58766,58950,56889,60255,5000,5500,2300,0,5000,5000,43,Female,University,Single,NO
17451,88231,91090,95935,78939,28667,29549,4326,7400,2914,1500,1500,1500,38,Female,University,Married,Yes
17452,79696,75167,75183,69385,30103,3752,3100,1600,94540,1124,100,3091,44,Female,University,Single,Yes
17453,13254,12749,13834,14894,15050,16251,0,1600,1600,700,1601,1620,46,Female,University,Married,Yes
17454,7868,6728,13355,16876,20443,24101,0,8000,5000,5000,5000,11906,36,Female,Graduate School,Married,NO
17455,209495,213691,214177,192223,125412,113281,8000,10730,7100,4052,4000,3300,45,Female,University,Married,NO
17456,78159,82779,86905,88310,79842,81235,8000,7500,4000,3000,2700,17000,37,Female,High School,Married,NO
17457,91914,94638,96290,97913,102959,104872,4260,4371,4425,7900,4000,0,36,Female,High School,Married,NO
17458,127548,61629,59194,59444,-2206,-2206,2145,3721,2839,1303,0,0,35,Female,University,Married,NO
17459,93157,96304,98007,82227,65000,60848,4700,4505,12906,0,2210,2300,30,Female,High School,Married,NO
17460,3092,1589,2039,13926,13804,11600,1589,2039,13926,1304,0,5355,32,Female,Graduate School,Married,NO
17461,390,780,390,780,390,780,780,0,780,0,780,0,43,Female,University,Married,Yes
17462,0,4142,2260,5053,0,0,4142,2260,5053,0,0,0,44,Female,High School,Single,Yes
17463,140626,114690,110884,111200,87619,92418,8000,5000,12028,5000,10418,5000,46,Female,University,Married,NO
17464,815,8397,390,390,780,390,8419,390,390,780,0,390,40,Female,University,Married,Yes
17465,37958,40487,41590,43967,44722,46032,3023,1600,2900,1600,2000,0,37,Female,Graduate School,Married,NO
17466,53477,0,0,113904,116168,117375,0,0,113904,4130,4356,4103,43,Female,University,Married,NO
17467,2884,3558,2778,2778,5367,2589,3558,2778,2778,5367,0,3661,38,Female,Graduate School,Married,NO
17468,151652,146805,143134,136777,133938,133723,6000,7000,5000,5000,5000,4679,29,Female,University,Single,NO
17469,2877,1852,2068,2185,9561,321,1861,2078,2361,9608,322,322,44,Female,High School,Married,NO
17470,68248,57751,45074,38489,28558,29245,2388,2000,2412,1200,1300,1200,32,Female,University,Married,NO
17471,0,0,0,0,0,0,0,0,0,0,0,0,44,Female,University,Married,NO
17472,224387,165727,119760,72506,60548,57212,10100,7041,4123,5039,5071,3548,30,Female,Graduate School,Married,NO
17473,24822,25824,26605,27920,28358,29000,1720,1500,1762,1200,1250,3200,29,Female,University,Single,NO
17474,4474,189,3510,3306,3551,5577,0,3510,0,300,2260,2000,46,Female,High School,Single,Yes
17475,9509,15419,14188,11926,9718,34322,16359,14293,11949,9737,34449,25691,46,Female,Graduate School,Married,NO
17476,144833,141559,80614,110343,64419,18536,6041,13013,64442,3000,2000,4000,36,Female,Others,Single,NO
17477,14686,3673,11285,500,500,6155,3673,11285,500,500,6155,1440,44,Female,Graduate School,Married,NO
17478,14135,13616,16065,18092,17504,19216,0,3000,2300,0,2000,0,30,Female,University,Married,Yes
17479,380,380,380,380,0,380,380,380,380,0,380,760,35,Female,Graduate School,Married,NO
17480,10458,37907,33604,25303,17841,6980,37907,1599,1200,0,0,3570,35,Female,High School,Married,NO
17481,19518,21735,22599,20600,24132,38793,3735,3599,3600,4132,15000,5865,33,Female,Graduate School,Single,NO
17482,34253,34954,36093,36891,37019,40734,1567,2000,2000,1318,4610,0,33,Female,University,Single,NO
17483,2500,2500,0,0,0,0,0,0,0,0,0,0,33,Female,University,Married,Yes
17484,51132,49594,50292,48532,27308,27539,0,4800,0,1200,1200,1400,32,Female,University,Married,NO
17485,49437,51505,53582,58310,57150,55961,3500,3500,6200,358,0,2100,39,Female,High School,Married,Yes
17486,23043,24064,24981,25473,25857,26298,1700,1600,1200,1100,1000,0,41,Female,High School,Single,Yes
17487,55120,47123,48367,48264,29144,27534,1735,1979,1443,988,974,2001,38,Female,University,Married,NO
17488,92509,88281,80435,79969,77108,76579,3472,3604,2972,3000,2228,2201,35,Female,High School,Single,NO
17489,17870,9230,10000,0,0,0,1500,1000,0,0,0,0,43,Female,University,Married,Yes
17490,1908,1442,8162,-1010,3332,331,0,8513,457,4903,313,4816,48,Female,Graduate School,Married,NO
17491,49005,49407,45881,45784,50072,49112,6000,5000,5000,8000,4000,4000,39,Female,University,Others,NO
17492,15856,510,2279,1796,466,466,510,2279,1730,466,466,468,31,Female,High School,Single,NO
17493,22173,22776,23837,24166,24216,24901,1372,1829,1554,1000,1000,586,34,Female,University,Single,NO
17494,1555,6392,3773,17917,21057,0,6000,3000,18117,5371,0,0,35,Female,Graduate School,Single,NO
17495,12001,12450,12040,12739,7610,7000,1485,1301,1000,152,140,780,41,Female,High School,Single,NO
17496,36062,36345,10529,8337,2475,0,1500,1847,1000,0,0,0,32,Female,University,Married,NO
17497,52062,49884,22348,22063,8723,7254,2158,1708,1411,4,21,220,28,Female,University,Married,Yes
17498,326,326,326,326,652,326,326,326,326,652,0,326,28,Female,University,Single,NO
17499,7708,9912,9608,9639,9985,11084,2500,0,1200,500,1400,1,33,Female,High School,Married,NO
17500,3773,7677,14704,8000,10285,16285,4000,7240,2000,2285,6000,1500,35,Female,University,Married,NO
17501,836,1672,836,390,390,390,1672,0,390,390,390,0,42,Female,University,Single,NO
17502,152197,154167,158981,162348,164162,168013,6000,7300,7500,6000,6500,7000,37,Female,Graduate School,Married,NO
17503,161694,166198,168711,172263,174127,176335,7500,7000,7189,6000,5100,10000,28,Female,Graduate School,Single,NO
17504,204491,176733,174680,61523,61415,61982,7000,7500,2369,2000,2078,2500,30,Female,Graduate School,Single,NO
17505,0,799,0,5501,3816,15448,799,0,5501,3816,15448,4179,29,Female,Graduate School,Single,NO
17506,45818,144656,148366,99008,69990,71935,100000,6000,3704,2741,3314,2556,33,Female,University,Single,NO
17507,0,0,0,0,11525,11760,0,0,0,11525,235,2270,36,Female,University,Married,NO
17508,374663,382010,379652,387706,334908,341884,13195,13510,14292,11553,12130,11703,45,Female,University,Married,Yes
17509,173677,176304,355496,176402,174440,172806,8000,9500,12448,6155,6453,6390,37,Female,Graduate School,Married,Yes
17510,6917,7548,8726,9760,9570,8935,1130,2000,2200,312,500,363,43,Female,University,Married,NO
17511,0,0,0,0,0,0,0,0,0,0,0,3500,36,Female,University,Single,Yes
17512,28803,28635,30217,28919,29302,28603,1800,3600,0,1500,1500,3300,31,Female,Graduate School,Single,NO
17513,23734,24644,25749,26127,26401,25839,1600,1800,1100,1000,0,2300,33,Female,University,Married,Yes
17514,39518,39558,41690,21151,30059,13046,1870,3002,1364,10000,474,490,46,Female,University,Single,NO
17515,216622,214504,212726,210556,208317,205339,7244,7500,7228,7103,7214,7000,41,Female,University,Married,NO
17516,80713,93349,68158,69208,54677,59601,28000,3500,3000,3000,10000,3500,35,Female,University,Married,NO
17517,27565,28613,29364,28596,30120,31285,1800,1500,0,2000,1650,1000,32,Female,University,Single,Yes
17518,147051,138726,139649,104245,56788,57920,6700,5800,5000,2200,2200,2600,36,Female,University,Married,NO
17519,204205,210183,212877,189161,180715,171449,20000,10000,8140,8000,7000,10000,33,Female,Graduate School,Married,NO
17520,11391,16180,16635,16082,15529,16525,5000,1000,0,0,1400,0,33,Female,Graduate School,Single,NO
17521,119184,130939,90894,85805,85907,88615,14113,5000,3000,4000,4000,10000,35,Female,High School,Married,NO
17522,89327,90666,91721,93063,92758,93876,4539,4218,4204,3296,3408,3416,47,Female,Others,Married,NO
17523,16735,18150,19528,19065,18617,21381,2000,2000,2000,1000,3000,2000,44,Female,High School,Married,NO
17524,7841,7569,9282,10155,12470,13571,0,2000,1155,2470,1265,0,37,Female,University,Married,NO
17525,4314,5190,6554,6895,5844,6079,1500,2000,1032,155,1000,0,40,Female,University,Married,Yes
17526,23078,25883,25182,28945,28183,29869,3200,0,4200,0,2300,0,41,Female,University,Married,Yes
17527,305781,310403,315048,314085,317631,315820,12012,12012,12012,11016,11088,12031,34,Female,University,Single,NO
17528,124147,81641,54971,37849,42240,32981,5000,5000,4000,5000,1500,4000,45,Female,High School,Married,NO
17529,11403,191438,189957,188960,195476,184094,191446,7002,6854,15960,0,122400,40,Female,University,Single,NO
17530,69964,52041,39864,38934,38816,38850,3082,2500,2200,2000,2000,2000,41,Female,High School,Others,NO
17531,1261,1261,1261,1261,1261,1256,1261,1261,1261,1261,1256,1880,42,Female,High School,Married,NO
17532,1264,176,1247,0,0,0,176,1247,0,0,0,1768,35,Female,University,Married,NO
17533,131211,132175,133289,134642,137065,108328,4001,4215,4101,4000,3300,3300,35,Female,University,Single,NO
17534,17102,19805,21188,20550,21209,21713,3000,2000,0,1000,1000,1000,43,Female,University,Married,Yes
17535,5916,5876,5956,5876,5496,5116,5876,5956,5876,5496,5116,5496,40,Female,High School,Married,NO
17536,76433,78472,80548,81778,83082,84811,3300,3331,3359,2663,2751,3000,45,Female,High School,Married,NO
17537,13849,40862,2239,552,19367,-1,40991,2252,553,19425,0,649,42,Female,University,Single,NO
17538,107337,48433,46325,47354,48323,49416,2000,1771,1800,1750,1893,2000,37,Female,University,Married,NO
17539,7469,8472,9143,9741,9713,9458,1138,1173,1138,477,400,600,32,Female,University,Single,NO
17540,27119,29243,31037,30908,29969,29488,2894,2559,800,600,1000,0,47,Female,University,Married,NO
17541,32196,31379,33862,35007,34147,35437,0,3000,2000,0,2000,3500,36,Female,University,Married,Yes
17542,16174,15617,16646,17648,18819,17992,0,1285,1287,1458,0,644,37,Female,University,Single,Yes
17543,1597,2491,1709,574,556,2306,2491,1709,574,556,2306,2562,43,Female,University,Married,NO
17544,10470,10186,9936,10790,230,-160,1145,1546,1400,390,73,19371,40,Female,University,Married,NO
17545,5890,7282,9455,9154,10001,10046,1500,2454,0,1000,350,0,35,Female,University,Married,Yes
17546,17332,18600,17947,18758,19292,19201,1580,1367,1178,712,742,2000,48,Female,High School,Single,NO
17547,31422,32420,33462,36199,36803,37566,1521,1563,3300,1500,1500,1600,42,Female,High School,Married,Yes
17548,41619,40650,41744,42783,47476,45355,0,1750,1750,5400,700,1000,38,Female,University,Married,Yes
17549,50806,50980,51874,51808,16941,17295,2000,2100,1400,600,1000,1000,48,Female,University,Married,Yes
17550,50421,41408,35929,0,0,0,0,2180,0,0,0,0,35,Female,University,Single,NO
17551,185696,181236,185410,189069,197736,183299,0,8600,8300,13257,917,7000,40,Female,Graduate School,Single,Yes
17552,0,0,0,0,0,0,0,0,0,0,0,0,48,Female,University,Married,NO
17553,46640,47686,48737,50157,51560,52965,1600,1600,2000,2000,2000,2000,35,Female,University,Married,NO
17554,207,4090,5848,6849,9331,12687,4999,2655,1919,3400,3920,6655,46,Female,University,Married,NO
17555,2875,0,2125,0,0,0,0,2125,0,0,0,0,39,Female,University,Single,NO
17556,0,1152,3338,0,0,0,1152,3338,0,0,0,0,31,Female,University,Single,NO
17557,48080,48062,48667,49311,24663,24854,1763,2112,1756,324,336,351,42,Female,University,Single,NO
17558,2394,3872,3635,5130,7563,4889,3882,3653,5145,7573,4894,4232,39,Female,Graduate School,Married,NO
17559,13440,13923,17194,16625,17442,18016,1000,3500,0,1400,1000,1000,45,Female,University,Married,NO
17560,264,1024,264,1024,264,264,1024,528,1024,264,264,414,46,Female,University,Married,NO
17561,3351,4368,5391,6401,6528,6664,1077,1100,1106,233,241,243,44,Female,University,Married,Yes
17562,44487,47438,46400,49276,48286,47915,4000,0,3700,0,2000,6000,35,Female,Graduate School,Married,Yes
17563,0,0,234,4394,3164,5700,0,234,4394,3164,5700,300,35,Female,Graduate School,Single,Yes
17564,2776,2549,2558,2577,249,1976,2549,2558,2577,0,1976,1000,35,Female,Graduate School,Single,Yes
17565,330,330,4975,4810,330,330,330,4975,4838,330,330,330,45,Female,University,Single,NO
17566,899,2879,8750,9931,0,7760,2879,8750,9931,0,7760,3450,40,Female,University,Married,NO
17567,71650,0,0,0,0,0,0,0,0,0,0,0,42,Female,High School,Married,NO
17568,-763,-754,-745,-1302,-527,-518,1000,1000,1100,1100,1000,2500,43,Female,Graduate School,Married,NO
17569,1330,0,0,0,0,0,0,0,0,0,0,0,37,Female,Graduate School,Married,NO
17570,71332,71122,70012,66541,31609,31259,2744,3239,3405,1085,1102,1155,34,Female,University,Single,Yes
17571,96225,99606,100704,208794,213025,217400,5000,2704,108794,5123,5255,5333,40,Female,University,Married,NO
17572,12590,13598,14650,15559,14861,15173,1225,1277,1186,478,496,509,35,Female,Graduate School,Single,NO
17573,4807,10446,17904,99464,86180,36038,10446,17911,99738,4055,0,0,35,Female,Graduate School,Single,NO
17574,8136,3590,2936,476,476,476,1500,1000,476,476,476,1685,46,Female,University,Married,NO
17575,35401,36399,37689,38580,39104,39484,1587,1877,1768,1292,900,1365,45,Female,High School,Married,NO
17576,193,3760,3500,7190,9000,0,3760,0,7190,9000,0,0,40,Female,University,Married,Yes
17577,89955,89989,84229,79288,73315,63818,7908,4000,5000,3000,3000,3000,31,Female,High School,Others,NO
17578,43601,-15,-15,-15,-15,1185,0,0,0,0,1200,0,31,Female,Graduate School,Single,NO
17579,61510,62731,64047,65966,66671,68067,2240,2321,2980,2400,2468,2611,46,Female,High School,Married,NO
17580,91193,91078,86785,79894,50546,34427,7006,5026,7031,6000,1345,1500,37,Female,High School,Married,NO
17581,101483,101638,101461,101461,91752,91532,4500,5000,4000,3300,3400,15003,36,Female,University,Married,Yes
17582,30149,28117,27761,28053,28249,23580,0,2000,1507,3100,3100,3100,42,Female,University,Married,Yes
17583,80934,82150,0,0,0,0,3800,0,0,0,0,0,40,Female,University,Married,Yes
17584,8046,2184,15475,10981,8566,4741,2184,15482,2000,3000,1000,5125,49,Female,University,Married,Yes
17585,623,623,5477,623,623,773,623,5477,623,623,773,623,43,Female,High School,Married,NO
17586,15307,14769,15232,16677,16119,16548,0,1000,2000,0,1000,1000,39,Female,High School,Married,Yes
17587,1494,696,1395,898,894,2198,2,1399,903,896,2204,786,31,Female,Graduate School,Single,Yes
17588,21047,22102,22949,23275,23596,23078,1700,1500,1000,1000,0,2100,38,Female,University,Single,NO
17589,6459,7470,8492,9547,20766,12197,1123,1145,1200,2000,3000,1000,43,Female,University,Married,NO
17590,632,337,670,0,0,0,337,670,0,0,0,451,45,Female,Graduate School,Married,NO
17591,386288,367400,347445,354373,307773,293357,14453,12611,13022,10572,10270,10722,49,Female,High School,Married,NO
17592,20461,19833,20502,19461,19244,20130,0,1700,0,800,1600,1000,43,Female,High School,Married,NO
17593,107905,101573,104079,104829,107400,105694,4000,5300,4000,4200,4000,3800,35,Female,Graduate School,Married,NO
17594,122264,125756,129159,127727,130334,0,3541,3497,2875,2607,0,0,44,Female,High School,Married,NO
17595,40738,43923,45409,47718,46480,48756,4200,2500,3500,0,2800,1400,33,Female,University,Married,NO
17596,0,0,0,2262,5205,8114,0,0,2262,3000,3000,0,35,Female,Graduate School,Married,Yes
17597,4658,10545,13258,51723,40511,37226,6000,3066,51800,5030,3039,3112,38,Female,University,Married,NO
17598,976,-7,-7,-7,1440,3079,0,0,0,1447,3094,0,29,Female,Graduate School,Single,NO
17599,24061,25156,25949,28478,27754,28186,1800,1500,3000,0,1001,2500,30,Female,University,Married,Yes
17600,-397,227,-37,-37,-37,213,2200,0,0,0,250,0,39,Female,Others,Married,NO
17601,51160,54207,52775,53906,60099,61402,4500,0,2000,7100,2400,0,31,Female,University,Single,NO
17602,74136,72052,71007,69470,65424,64349,3200,3300,2910,2400,2340,2400,32,Female,University,Married,NO
17603,74117,72168,70177,65735,55468,53266,2589,2511,2254,2000,2000,1766,37,Female,High School,Married,NO
17604,91152,92917,90651,85295,80416,76946,3348,3381,3400,2684,2744,2892,43,Female,University,Married,NO
17605,780,0,390,780,0,0,0,780,780,0,0,0,43,Female,High School,Married,NO
17606,51229,46954,51221,49759,49820,50525,2100,5896,0,2000,1988,2000,43,Female,University,Married,NO
17607,39505,43497,49449,57500,4749,9749,5000,7000,10000,4749,5000,10000,34,Female,Graduate School,Single,NO
17608,4860,8389,22049,8110,3164,10148,8389,22049,8117,3164,10148,7949,40,Female,University,Married,NO
17609,59020,57400,21868,13514,14303,14211,50,1379,1500,1000,1000,1000,38,Female,High School,Married,NO
17610,81793,84360,89215,93908,14308,14808,2682,5000,5000,1000,500,302,36,Female,University,Single,NO
17611,360,360,360,360,510,510,360,360,360,510,510,360,42,Female,Graduate School,Married,NO
17612,156993,159482,161921,165863,128038,130931,8000,6500,7000,5000,5000,5000,45,Female,University,Married,NO
17613,146549,150151,142421,110713,84928,83307,7641,3,6003,5826,0,2855,32,Female,University,Married,NO
17614,213525,141764,53019,143408,136786,130596,6439,2261,143408,4754,4740,5190,30,Female,Graduate School,Single,NO
17615,40654,41687,42719,43018,44013,45058,2000,2000,1300,2000,1900,1900,30,Female,High School,Married,Yes
17616,30198,58332,66062,57374,40963,100369,30000,10043,20073,30000,90000,948,33,Female,University,Married,NO
17617,1779,644,1138,643,628,905,644,1138,643,630,905,3111,31,Female,Graduate School,Single,NO
17618,309531,313646,270317,209076,191671,192848,11270,15325,9099,7016,7703,100000,31,Female,Graduate School,Single,NO
17619,4927,4693,3342,4844,3728,2612,0,0,4844,0,0,0,32,Female,Graduate School,Married,Yes
17620,118656,125175,126899,127336,125273,134210,10000,5200,4000,1500,11000,1000,33,Female,Graduate School,Single,Yes
17621,410,3977,1713,1430,6877,6479,3977,1726,1430,6877,6479,720,31,Female,Graduate School,Single,NO
17622,416,416,0,416,416,416,416,416,832,416,416,416,31,Female,Graduate School,Single,NO
17623,29078,28312,29733,29183,28082,27434,0,1900,2600,11,1500,1700,31,Female,University,Single,Yes
17624,1203,0,0,0,5032,0,0,0,0,5032,0,0,31,Female,Graduate School,Married,NO
17625,10831,17816,18247,33230,5168,0,7201,1000,0,103,0,0,32,Female,Graduate School,Single,Yes
17626,130104,131356,136107,128738,126491,125213,4900,7005,7000,4762,5000,5000,33,Female,Graduate School,Single,NO
17627,86584,88345,94597,92077,93272,96298,4100,8600,0,3500,7100,3600,29,Female,University,Single,NO
17628,3366,0,0,0,2105,2105,0,0,0,2105,0,0,30,Female,University,Married,NO
17629,632,316,316,632,316,316,0,316,632,0,316,782,29,Female,Graduate School,Single,Yes
17630,35758,36664,30897,14693,247,0,3000,3000,5000,0,0,0,30,Female,University,Single,NO
17631,13768,17520,21218,40531,41630,51983,4000,4000,20003,3027,20006,10056,30,Female,University,Married,NO
17632,46209,26552,15189,13787,9199,4405,1543,2005,5000,2000,1000,240,30,Female,Graduate School,Single,NO
17633,10809,11160,10913,12469,6060,5382,3160,2604,2160,4060,3382,3751,30,Female,University,Single,NO
17634,0,0,0,0,0,0,0,0,0,0,0,0,30,Female,Graduate School,Married,NO
17635,56761,58920,60385,64876,65245,63647,3700,3000,6100,2000,0,2000,30,Female,University,Single,Yes
17636,79226,78693,78297,78980,77817,77569,3900,3500,4000,2700,3000,10000,31,Female,University,Married,NO
17637,11596,11775,0,0,0,0,1058,0,0,0,0,0,33,Female,University,Married,NO
17638,10370,5681,7124,8038,4029,6059,1400,1507,2580,2050,2030,0,29,Female,Graduate School,Single,NO
17639,96549,94114,96689,101023,93738,96218,0,5000,6000,5000,4000,8000,30,Female,Graduate School,Single,NO
17640,24717,26659,28592,29364,29096,29353,3000,3000,2000,1000,977,5000,29,Female,Graduate School,Single,NO
17641,0,0,0,0,0,0,0,0,0,0,0,0,34,Female,Graduate School,Single,Yes
17642,127794,120770,116399,112055,107364,107762,4317,4189,5411,3800,4024,4100,35,Female,University,Married,NO
17643,161277,162706,166677,167049,38377,33668,5856,7424,7169,1241,1187,1396,39,Female,University,Single,NO
17644,142389,143557,142698,145875,143254,145368,6200,7300,7510,5000,5000,5200,45,Female,Graduate School,Married,NO
17645,756,0,0,11660,11898,14898,0,0,11660,238,3000,1252,44,Female,Graduate School,Married,Yes
17646,1638,3060,0,0,1444,-1382,3060,0,0,1444,1382,0,38,Female,High School,Single,NO
17647,242518,247338,252656,257535,262670,266351,8849,9300,9200,9226,9530,10139,36,Female,Graduate School,Married,NO
17648,0,0,0,0,0,0,0,0,0,0,0,0,37,Female,Graduate School,Married,Yes
17649,91240,92795,93557,47166,48406,49695,4895,4806,1547,3000,3000,1720,42,Female,High School,Single,NO
17650,123896,120452,129137,129956,130946,130814,0,12200,4500,4502,5000,0,47,Female,University,Married,Yes
17651,390,390,390,-390,0,1560,390,780,0,390,1780,0,41,Female,University,Married,Yes
17652,104083,8,1274,19143,20305,22063,8,1274,19143,1305,2063,1695,41,Female,Graduate School,Married,NO
17653,225159,216829,27620,24873,24511,24000,20000,27662,24873,24511,24000,37645,43,Female,University,Single,NO
17654,7660,8689,8403,9505,8889,10263,1306,0,1735,0,2000,0,46,Female,University,Married,Yes
17655,3087,10839,16665,13039,9439,11378,10839,10000,3500,0,5000,5000,41,Female,Graduate School,Married,NO
17656,989,989,989,989,990,702,991,991,991,992,703,992,40,Female,Graduate School,Married,NO
17657,20313,20111,18057,18536,11532,19450,3030,0,2175,0,10000,931,44,Female,High School,Married,NO
17658,37123,38317,20896,21604,22035,22496,2072,1651,1359,790,817,821,40,Female,University,Married,NO
17659,210262,58752,31707,13630,10000,10000,10073,10011,1000,10000,10000,10000,39,Female,University,Married,NO
17660,28864,30108,29367,28605,27855,29649,2000,0,0,0,2400,1300,44,Female,University,Married,NO
17661,255527,256675,253682,260274,153516,156830,273844,13000,11000,8000,5866,8000,42,Female,University,Married,NO
17662,-236,-236,11764,11186,6863,6179,0,12000,0,0,0,0,49,Female,University,Married,NO
17663,24239,36674,1558,310852,301854,133761,15000,1558,310852,10000,5000,5000,46,Female,High School,Single,NO
17664,63340,53262,39422,33954,29070,27785,6,2006,4000,0,1118,3000,40,Female,University,Married,NO
17665,97989,101458,103840,105646,86127,67269,5100,5500,5170,3543,3000,3238,47,Female,University,Married,NO
17666,49526,48304,27864,27033,27617,26761,1740,1800,1500,1000,965,1500,48,Female,University,Married,NO
17667,227271,211597,99865,77754,49529,30683,9000,4000,3018,2000,3000,3000,41,Female,University,Single,NO
17668,96604,94153,102623,100090,101511,103503,0,10000,0,4000,7816,0,30,Female,University,Single,Yes
17669,-28,-28,3330,0,0,300,0,3358,0,0,300,0,41,Female,Graduate School,Married,NO
17670,193136,186610,180153,173454,166546,159651,6610,6480,6230,5900,5720,5420,44,Female,University,Married,NO
17671,63370,64621,65380,66520,66343,63498,2305,2515,2370,2180,2500,2200,39,Female,Graduate School,Married,NO
17672,23303,23978,22369,20608,20608,20606,1511,1772,1320,750,745,747,40,Female,University,Married,NO
17673,112901,110089,108775,107090,104037,101337,4910,3939,3792,3657,3631,3500,46,Female,Graduate School,Married,NO
17674,61687,59130,121486,22337,23358,13536,3500,3300,6000,5000,2000,3000,35,Female,University,Single,NO
17675,143118,140955,1876,1876,1876,3372,6400,1876,1876,1876,3372,104005,37,Female,University,Single,NO
17676,38549,37924,37648,38804,39651,40794,2000,1700,2000,2000,2000,2000,48,Female,Graduate School,Married,NO
17677,47,97767,99036,96383,86060,62312,99007,5000,3027,6025,2001,1903,35,Female,Graduate School,Married,NO
17678,210753,188270,177515,166282,100244,-607,6426,7160,6495,3993,0,176566,47,Female,Graduate School,Married,NO
17679,59023,102006,56412,37764,23876,16891,45000,2012,72791,16891,0,5617,37,Female,University,Married,NO
17680,36467,40505,43333,36959,27296,23474,5000,5000,1500,546,1000,1746,34,Female,Graduate School,Single,NO
17681,59795,60684,69521,45001,37214,23807,2479,10128,4086,1348,13032,10059,35,Female,Graduate School,Married,NO
17682,514,2392,148,148,148,0,2392,148,148,148,0,747,47,Female,Graduate School,Married,Yes
17683,117191,48729,49929,-596,28348,30530,2325,2525,283,29334,3000,2000,40,Female,High School,Married,NO
17684,79640,75021,71101,73831,46898,48686,3000,2893,4231,8000,2500,1675,36,Female,Graduate School,Single,NO
17685,49930,48261,49027,49564,28609,28302,2300,3000,2503,1500,1204,2000,35,Female,High School,Married,NO
17686,92966,37341,38905,35356,34978,35822,1641,2205,2000,2000,1000,1000,35,Female,University,Married,Yes
17687,119287,116995,114061,116067,116294,118759,4400,4137,4400,4320,4500,4600,34,Female,University,Married,NO
17688,51143,53185,55030,56530,55027,58461,3500,3300,3000,0,4500,2500,35,Female,Graduate School,Married,Yes
17689,416044,424528,434015,434419,393135,385578,16500,17500,17000,14500,14500,13500,40,Female,Graduate School,Married,NO
17690,96590,99755,81244,81193,82470,49630,5000,3000,3007,5000,2000,1700,41,Female,Graduate School,Married,NO
17691,174857,179851,186961,201703,189455,194373,10000,10005,20117,15018,10027,20057,42,Female,Graduate School,Married,NO
17692,885,-123,-123,240,123,123,123,0,363,0,123,123,43,Female,Graduate School,Married,NO
17693,0,0,0,0,0,0,0,0,0,0,0,0,44,Female,High School,Single,Yes
17694,8395,8114,10293,9979,10329,10391,0,2479,0,515,377,617,42,Female,University,Married,NO
